agid,active,posi.x,posi.y,size,view,mov,condition,spd.x,spd.y,interact_with
0,1,2.71475,0.52661,0.05,0.005,0.175,0,0.00052675,-0.0013475,-1,
1,1,0.661306,0.198513,0.05,0.005,0.175,0,0.00146525,0.0015755,-1,
2,1,3.24178,0.521771,0.05,0.005,0.175,0,-0.00060025,-0.001274,-1,
3,1,4.76494,0.566961,0.05,0.005,0.175,0,-0.0016,-0.00082075,-1,
4,1,1.69383,0.48356,0.05,0.005,0.175,0,0.0015925,-0.000294,-1,
5,1,5.33461,0.347934,0.05,0.005,0.175,0,-0.0016,0.00118825,-1,
